ID,h2o,catboost,xgb,ag,final_prediction
2241,0,0,0,0,0
2274,0,0,0,0,0
1107,1,1,1,1,1
4478,0,0,1,0,0
5080,0,0,0,0,0
5725,0,0,0,0,0
456,0,0,0,0,0
1711,0,0,0,0,0
2940,1,1,1,1,1
3031,0,0,0,0,0
3551,0,0,0,0,0
5987,0,0,0,0,0
6925,0,1,1,1,1
5735,0,0,0,0,0
298,0,1,0,1,0
4020,0,1,0,1,0
3127,0,0,0,0,0
7432,0,0,0,0,0
7375,0,0,0,0,0
1996,1,1,1,0,1
5966,0,0,0,0,0
6697,0,0,0,0,0
3544,1,1,1,1,1
7122,0,0,0,0,0
1379,0,0,0,0,0
505,0,0,0,0,0
224,0,0,0,0,0
3024,0,0,0,1,0
2946,0,0,0,0,0
153,0,0,0,0,0
229,0,1,0,1,0
7411,0,0,0,0,0
2655,0,0,0,0,0
6972,0,0,0,0,0
320,0,1,1,0,0
5205,0,0,0,0,0
2454,1,1,1,0,1
3482,0,1,1,1,1
6708,0,0,0,0,0
3028,0,0,1,0,0
5747,0,1,0,1,0
787,0,0,0,0,0
6608,0,1,0,0,0
3188,0,0,0,0,0
5995,0,0,0,0,0
10,0,0,0,0,0
1556,0,0,0,0,0
2100,1,1,1,1,1
4496,0,0,0,0,0
6847,0,0,0,0,0
2681,0,0,0,0,0
570,1,1,1,0,1
4800,0,0,0,0,0
5642,0,0,0,0,0
6813,0,0,0,0,0
5820,0,0,0,0,0
3731,1,1,1,1,1
4586,1,1,0,1,1
6650,1,1,0,0,1
2024,0,0,0,0,0
3512,1,1,1,1,1
2532,0,1,0,0,0
3640,1,1,1,0,1
129,0,1,0,0,0
6712,0,1,1,1,1
6460,0,0,0,0,0
5050,0,0,0,0,0
4665,0,1,1,1,1
4532,1,1,1,0,1
2434,0,0,1,0,0
4832,1,1,1,1,1
5451,0,0,0,0,0
6220,0,0,0,0,0
1922,0,0,0,0,0
7414,1,0,0,0,0
4959,0,0,0,0,0
2165,0,0,0,0,0
7523,0,0,0,0,0
1448,1,1,1,1,1
2121,1,1,1,1,1
6991,0,0,0,0,0
6533,0,0,1,0,0
152,0,0,0,0,0
2474,0,0,0,0,0
6976,0,0,0,0,0
1208,0,1,1,1,1
6369,0,0,0,0,0
907,0,0,0,0,0
4663,0,0,0,0,0
2063,1,1,1,1,1
524,0,0,0,0,0
7455,0,0,0,0,0
5072,0,0,0,1,0
2293,1,1,1,1,1
7116,0,0,0,0,0
3319,0,0,0,0,0
5402,0,1,0,1,0
2703,0,1,0,0,0
3903,1,1,1,1,1
5498,0,0,0,0,0
3829,1,1,1,1,1
2327,0,0,0,0,0
5221,0,1,1,0,0
5517,0,0,0,0,0
3692,1,1,1,1,1
5198,0,0,0,0,0
2742,1,0,1,0,1
6303,0,1,1,1,1
1484,0,1,0,1,0
3124,0,0,1,0,0
2764,0,0,1,0,0
426,1,0,1,0,1
4334,0,0,1,1,0
1115,1,1,1,1,1
988,1,1,0,0,1
6412,0,0,0,0,0
681,1,1,1,1,1
4240,0,0,0,1,0
3757,1,1,1,1,1
3711,0,0,0,0,0
5911,0,0,0,0,0
6818,0,0,0,0,0
3933,1,1,1,1,1
5153,1,0,0,1,1
407,1,0,1,0,1
2665,0,1,1,0,0
6272,0,0,0,0,0
117,0,0,0,0,0
3536,0,0,0,0,0
5828,0,0,0,0,0
773,1,0,0,0,0
7026,0,0,0,0,0
4269,0,0,1,0,0
4874,0,0,0,0,0
6374,0,1,1,1,1
445,0,1,1,1,1
2019,0,0,1,0,0
3235,1,1,1,1,1
4380,1,1,1,1,1
4795,0,0,1,1,0
4221,0,0,0,1,0
5770,0,0,0,0,0
7457,0,0,0,0,0
4504,0,0,0,0,0
1818,0,0,1,0,0
227,0,0,0,0,0
3716,1,1,1,1,1
7568,0,0,0,0,0
4983,0,0,0,0,0
6101,0,0,0,0,0
601,1,1,1,1,1
6660,0,0,0,0,0
7578,0,0,0,0,0
5884,0,0,0,0,0
3296,0,1,0,1,0
6114,0,0,0,0,0
5306,0,0,0,0,0
93,0,0,0,0,0
6397,0,0,0,0,0
5393,0,0,0,0,0
5739,0,0,0,0,0
5782,0,0,0,0,0
4238,0,0,0,0,0
7349,0,0,0,0,0
7600,0,0,0,0,0
1841,0,0,0,0,0
2862,0,0,0,1,0
6413,0,0,0,0,0
337,1,1,1,1,1
84,0,1,1,0,0
5332,0,0,0,0,0
4147,0,1,1,1,1
5435,1,1,1,1,1
2462,1,0,0,0,0
6565,0,0,0,0,0
4895,1,1,1,1,1
1056,1,1,1,1,1
203,1,0,0,0,0
5183,0,0,0,0,0
376,0,0,0,0,0
2303,1,0,0,0,0
1659,1,1,1,1,1
6393,0,0,1,1,0
6433,0,0,0,0,0
3562,0,0,0,0,0
868,0,1,0,0,0
3374,1,1,1,1,1
2315,0,1,0,0,0
1822,0,0,0,0,0
2008,0,0,0,0,0
2290,0,0,0,0,0
6926,0,0,0,0,0
3914,1,1,1,1,1
4054,1,1,1,1,1
2072,1,1,0,1,1
1177,0,0,0,0,0
7402,0,0,0,0,0
4158,0,0,0,0,0
6495,0,0,0,0,0
6432,0,0,0,0,0
4853,0,0,0,0,0
5307,0,0,0,0,0
3661,1,1,1,1,1
5954,1,0,0,1,1
4273,0,0,0,0,0
4525,0,0,0,0,0
4989,0,0,0,0,0
4690,0,0,0,0,0
1071,0,1,0,0,0
537,0,0,0,0,0
1350,1,1,1,1,1
3079,1,1,1,1,1
4217,1,1,1,1,1
5453,0,0,0,0,0
5783,0,0,0,0,0
7456,0,0,0,0,0
6798,0,0,0,0,0
6197,0,0,0,0,0
6095,0,0,0,0,0
923,0,0,0,0,0
4290,0,0,0,0,0
2492,0,1,1,0,0
7562,0,0,0,0,0
2269,1,1,1,0,1
6988,0,0,1,0,0
4460,0,0,0,0,0
1285,1,1,1,1,1
6941,1,1,1,1,1
7620,0,0,0,0,0
382,0,0,0,0,0
2510,0,0,0,0,0
4357,0,0,0,0,0
6875,0,0,0,0,0
1929,0,0,0,0,0
5649,0,1,1,1,1
5250,0,0,0,0,0
1061,0,0,0,0,0
7593,0,0,0,0,0
6523,0,1,1,1,1
2284,1,0,0,0,0
431,1,1,1,1,1
2423,0,0,0,0,0
6352,0,0,0,0,0
5567,0,0,0,0,0
4403,0,0,0,0,0
1336,0,0,0,0,0
1138,1,1,1,1,1
5659,0,0,0,0,0
1597,1,0,1,1,1
101,0,0,0,0,0
796,0,0,1,0,0
5711,0,0,0,0,0
2173,0,0,0,0,0
4821,1,1,1,1,1
7461,0,0,0,0,0
3248,0,1,0,0,0
7308,0,1,1,0,0
3528,1,1,1,1,1
256,0,0,0,0,0
6502,0,0,0,0,0
7154,0,0,0,0,0
3098,0,1,0,1,0
6184,0,0,0,0,0
70,0,0,0,0,0
1282,1,1,1,1,1
3273,0,0,0,0,0
2741,1,1,1,1,1
2481,0,1,1,1,1
1920,0,0,1,0,0
4328,1,1,1,1,1
5874,0,0,0,0,0
7174,0,0,0,0,0
5842,0,0,0,0,0
7127,0,0,0,0,0
4224,0,0,0,0,0
5975,1,1,1,1,1
4200,1,1,1,1,1
2806,1,0,1,0,1
6458,0,0,0,0,0
5571,0,0,0,0,0
1777,0,0,0,0,0
4184,0,1,1,1,1
457,1,1,1,1,1
4303,0,0,0,0,0
6999,0,1,1,0,0
3876,0,0,0,0,0
2353,0,1,1,1,1
273,0,0,0,0,0
774,1,1,1,1,1
7347,0,0,0,0,0
5582,0,0,0,1,0
1414,0,0,0,0,0
1116,1,1,1,1,1
766,0,0,1,1,0
5340,0,0,0,0,0
913,0,0,0,0,0
5937,0,0,0,0,0
2363,0,0,1,0,0
504,0,0,0,0,0
5556,1,1,1,1,1
2417,0,1,0,0,0
1020,0,1,1,1,1
4678,1,1,1,1,1
6671,0,0,0,0,0
6643,0,0,0,0,0
6018,0,0,0,0,0
5367,1,1,0,1,1
3141,0,0,0,0,0
2362,1,1,1,1,1
2180,1,0,0,0,0
4566,0,0,0,0,0
1587,1,1,1,1,1
4855,0,0,0,0,0
1927,1,1,1,1,1
2845,0,0,0,0,0
4657,0,0,1,0,0
4284,1,1,1,1,1
6061,0,0,0,0,0
6587,0,0,0,0,0
3330,1,0,0,1,1
4600,0,0,0,0,0
1778,0,0,0,0,0
5635,0,0,0,0,0
2528,0,1,1,1,1
5670,0,0,0,0,0
7532,0,0,0,0,0
6469,0,0,0,0,0
1418,0,0,0,1,0
4765,1,1,1,1,1
2058,0,0,1,0,0
5832,0,0,0,0,0
4196,0,1,1,1,1
506,1,1,1,1,1
4274,0,0,1,1,0
2866,0,0,0,0,0
3214,0,0,0,0,0
2755,0,0,0,0,0
64,0,0,0,0,0
4425,0,0,0,0,0
6341,0,0,0,0,0
408,0,0,1,0,0
1798,1,1,0,1,1
5350,1,1,1,1,1
4559,0,0,0,0,0
1246,0,0,0,1,0
5322,0,0,0,0,0
4823,0,1,1,0,0
1953,0,0,0,0,0
1908,0,1,1,1,1
3797,1,1,1,1,1
2942,0,0,1,0,0
4087,1,1,1,1,1
5455,0,0,0,0,0
3388,0,1,1,1,1
4122,1,1,1,1,1
4498,0,0,0,0,0
1370,0,0,0,1,0
2289,0,0,0,0,0
769,0,0,0,0,0
7423,0,0,0,0,0
1968,1,1,1,1,1
1906,1,0,0,1,1
3685,1,1,1,1,1
6557,0,0,0,0,0
7439,0,0,1,1,0
1498,0,0,0,0,0
7323,0,0,0,0,0
4739,0,0,0,0,0
2729,0,1,1,1,1
887,0,0,0,0,0
2341,0,0,0,0,0
3285,0,0,0,0,0
5516,0,1,1,1,1
1410,0,1,1,1,1
2922,1,1,1,1,1
7210,0,0,0,0,0
1743,1,0,0,0,0
3468,1,1,1,1,1
6110,0,0,0,0,0
4374,1,1,1,1,1
956,1,1,0,1,1
7294,0,0,1,0,0
4339,1,1,1,1,1
2373,0,0,0,0,0
1582,0,0,0,0,0
6022,1,1,1,1,1
2977,0,0,0,0,0
1977,0,0,0,0,0
756,0,0,1,0,0
7146,1,0,0,1,1
6524,0,0,0,0,0
6907,0,0,0,0,0
3850,1,1,1,1,1
6980,1,0,0,1,1
1462,1,1,1,1,1
4436,0,0,0,0,0
848,0,0,0,0,0
2082,0,0,0,0,0
3734,1,1,1,1,1
4676,0,0,1,0,0
1505,1,1,1,1,1
1649,0,0,0,0,0
3659,1,1,1,1,1
5157,0,0,0,0,0
5844,0,0,0,0,0
5876,0,0,0,0,0
4343,1,1,1,1,1
3632,0,0,0,0,0
5069,0,0,0,0,0
2425,1,0,1,1,1
3398,1,1,1,1,1
5817,0,0,0,0,0
3403,0,1,1,1,1
5209,0,0,0,0,0
1496,1,0,0,1,1
6799,0,0,0,0,0
6781,0,0,0,0,0
4309,0,0,0,0,0
3939,1,0,0,0,0
338,0,0,0,0,0
7597,1,1,0,0,1
3727,0,1,1,1,1
2485,0,1,0,0,0
5222,0,0,0,0,0
4701,0,0,0,0,0
1672,0,0,0,0,0
560,0,0,0,0,0
4839,0,0,0,0,0
6961,0,0,0,0,0
904,0,0,0,0,0
3126,0,1,1,1,1
4297,0,0,0,0,0
6738,0,0,0,0,0
3520,0,0,0,0,0
6116,0,0,0,0,0
4554,0,0,0,0,0
2403,1,1,1,1,1
4970,1,1,1,1,1
5863,0,0,0,0,0
190,0,1,0,1,0
5025,0,0,0,0,0
1933,1,1,1,1,1
4530,0,0,0,0,0
1703,0,0,0,0,0
2473,0,0,0,0,0
5980,0,0,0,0,0
3291,1,1,0,1,1
5932,0,0,0,0,0
7333,0,0,1,0,0
4512,0,0,0,0,0
5326,0,0,0,0,0
2116,0,1,1,0,0
6084,0,0,0,0,0
2994,1,0,1,1,1
41,1,1,1,1,1
2959,0,1,0,1,0
3668,1,1,1,1,1
2179,0,1,1,1,1
6786,0,0,0,0,0
2643,1,1,1,1,1
3569,0,0,0,0,0
6518,0,0,0,0,0
4509,0,0,0,0,0
2567,0,0,0,0,0
6726,0,0,0,0,0
5108,0,0,1,0,0
2843,1,1,0,1,1
1364,1,1,1,1,1
6124,0,0,0,0,0
1664,1,1,1,1,1
4996,0,0,0,0,0
1655,0,0,0,0,0
5754,1,1,1,1,1
5897,0,0,0,0,0
3808,1,1,1,1,1
5070,0,1,0,1,0
4541,0,0,0,0,0
2157,0,0,0,0,0
1962,0,0,0,0,0
2948,1,0,0,0,0
6756,0,0,0,0,0
4282,1,1,1,1,1
7504,0,0,0,0,0
5186,0,0,0,0,0
4474,0,0,0,0,0
7225,0,0,0,0,0
1289,0,1,1,0,0
1753,0,0,0,0,0
1023,1,1,1,1,1
6117,1,0,0,1,1
4165,0,0,0,0,0
7488,0,0,0,0,0
3,1,1,0,1,1
444,1,1,0,1,1
1344,1,0,0,0,0
6826,0,0,0,0,0
5889,0,0,0,0,0
4627,0,0,0,0,0
4997,0,0,0,0,0
5880,0,0,0,0,0
3320,1,1,1,1,1
2139,0,0,0,0,0
5448,0,0,0,0,0
7470,0,0,0,0,0
1979,1,0,0,0,0
791,1,1,1,1,1
6166,0,0,0,0,0
1323,0,0,1,1,0
930,1,1,0,1,1
6986,0,0,0,0,0
3792,1,1,1,1,1
6529,0,0,0,0,0
5868,0,0,0,0,0
7180,0,0,0,0,0
6130,0,0,0,0,0
5900,0,0,0,0,0
4152,1,1,1,1,1
1593,0,0,0,0,0
2662,1,1,1,1,1
4522,0,0,0,0,0
2925,0,0,0,0,0
3402,0,0,0,0,0
7354,0,0,0,0,0
5587,0,0,0,0,0
6034,0,0,0,0,0
2086,0,0,0,0,0
4099,1,1,1,1,1
6744,0,0,0,0,0
2486,0,0,0,0,0
5314,0,0,0,0,0
1934,1,0,0,0,0
802,0,0,0,0,0
938,0,0,0,0,0
1959,0,0,0,0,0
1670,0,0,1,0,0
4928,1,0,0,1,1
7417,0,0,0,0,0
1044,0,0,0,0,0
2200,1,1,1,1,1
5188,0,0,0,0,0
779,0,0,0,0,0
4539,0,0,0,0,0
366,1,1,1,1,1
1773,1,1,0,1,1
5419,0,0,0,0,0
7197,0,0,0,0,0
4172,0,0,0,0,0
933,1,1,1,1,1
1885,0,0,0,1,0
3806,1,1,1,1,1
4894,0,0,1,1,0
3070,0,0,0,1,0
5543,0,0,0,0,0
4754,0,0,0,0,0
7271,0,0,0,0,0
136,0,0,0,0,0
3643,1,1,1,1,1
192,1,1,1,1,1
5736,0,0,0,1,0
5881,0,1,0,1,0
3967,1,1,1,1,1
2970,0,0,0,0,0
2264,0,0,0,0,0
2131,1,1,1,1,1
2383,0,0,0,0,0
277,0,1,1,1,1
5219,0,1,1,1,1
6065,0,0,0,0,0
2857,0,1,0,0,0
4913,0,0,0,0,0
5178,1,1,1,1,1
2736,0,0,0,0,0
1551,0,0,0,1,0
753,1,0,0,0,0
4635,0,1,1,1,1
3732,1,1,1,1,1
6510,0,0,0,0,0
1114,1,0,0,1,1
7281,0,0,0,0,0
3099,0,0,0,0,0
6327,0,0,0,0,0
5514,0,0,0,0,0
2307,0,0,0,0,0
6785,0,0,0,0,0
1609,0,0,0,0,0
1888,0,0,0,0,0
220,1,1,1,1,1
304,0,1,1,1,1
6031,0,0,0,0,0
1275,0,0,1,0,0
6198,0,0,0,0,0
5210,0,0,0,0,0
7548,0,0,0,0,0
4395,0,0,0,0,0
470,1,1,1,1,1
4829,0,0,0,0,0
20,0,0,0,0,0
2398,0,0,0,1,0
3597,1,0,0,0,0
3431,0,0,0,0,0
3459,0,0,0,0,0
