ID,h2o,catboost,xgb,ag,final_prediction
2241,0,1,0,0,0
2274,0,0,0,0,0
1107,0,0,0,0,0
4478,0,0,0,0,0
5080,1,1,1,1,1
5725,0,0,0,0,0
456,1,0,0,0,0
1711,1,1,1,1,1
2940,1,0,0,0,0
3031,1,0,1,0,1
3551,0,1,0,0,0
5987,0,0,0,0,0
6925,1,1,1,1,1
5735,0,0,0,0,0
298,0,0,0,0,0
4020,0,0,0,0,0
3127,1,0,0,0,0
7432,1,1,1,1,1
7375,1,1,1,1,1
1996,0,0,0,0,0
5966,0,0,0,0,0
6697,1,1,1,1,1
3544,1,0,1,0,1
7122,1,1,1,1,1
1379,0,0,0,0,0
505,0,1,1,1,1
224,1,0,1,1,1
3024,0,0,0,0,0
2946,0,0,0,0,0
153,1,0,0,1,1
229,0,0,0,0,0
7411,1,1,1,1,1
2655,1,1,1,1,1
6972,1,1,1,1,1
320,1,1,1,1,1
5205,0,0,0,0,0
2454,1,0,0,1,1
3482,1,1,1,0,1
6708,0,1,0,0,0
3028,0,0,0,0,0
5747,0,0,0,0,0
787,1,1,1,1,1
6608,0,0,0,0,0
3188,1,0,0,0,0
5995,0,0,0,0,0
10,0,0,0,0,0
1556,0,0,1,0,0
2100,0,0,0,0,0
4496,0,0,0,0,0
6847,0,0,0,0,0
2681,0,1,1,0,0
570,1,0,0,0,0
4800,0,0,0,0,0
5642,0,0,0,0,0
6813,0,0,0,0,0
5820,1,0,0,1,1
3731,0,0,0,0,0
4586,0,0,0,0,0
6650,1,0,0,1,1
2024,1,0,0,0,0
3512,1,1,1,0,1
2532,1,0,0,1,1
3640,1,1,0,1,1
129,0,0,0,0,0
6712,0,0,0,0,0
6460,0,0,0,0,0
5050,0,0,0,0,0
4665,0,0,0,0,0
4532,0,1,0,0,0
2434,1,1,1,0,1
4832,0,0,0,0,0
5451,0,0,0,0,0
6220,0,0,0,0,0
1922,0,0,0,0,0
7414,1,1,1,1,1
4959,0,0,0,0,0
2165,0,0,0,0,0
7523,1,1,1,1,1
1448,1,0,0,0,0
2121,0,0,0,0,0
6991,1,1,0,1,1
6533,0,0,0,1,0
152,1,1,0,0,1
2474,0,0,0,1,0
6976,1,0,0,0,0
1208,0,0,0,0,0
6369,0,0,0,0,0
907,0,0,0,0,0
4663,1,1,0,0,1
2063,0,0,0,0,0
524,1,1,1,1,1
7455,0,1,0,0,0
5072,0,0,0,0,0
2293,0,0,0,0,0
7116,1,1,1,1,1
3319,0,0,1,0,0
5402,0,0,0,0,0
2703,0,0,0,0,0
3903,0,0,0,0,0
5498,0,0,0,0,0
3829,0,0,0,0,0
2327,1,0,0,0,0
5221,0,1,1,1,1
5517,0,0,0,0,0
3692,0,0,0,0,0
5198,0,0,0,0,0
2742,0,1,0,0,0
6303,0,0,0,0,0
1484,1,0,0,0,0
3124,0,0,0,0,0
2764,1,0,1,1,1
426,0,1,0,0,0
4334,0,0,0,0,0
1115,0,0,0,1,0
988,0,0,0,0,0
6412,0,0,0,0,0
681,0,0,0,0,0
4240,1,1,1,1,1
3757,1,1,1,0,1
3711,0,0,0,0,0
5911,0,0,0,0,0
6818,0,0,0,0,0
3933,0,0,0,0,0
5153,0,0,0,0,0
407,0,1,0,0,0
2665,0,0,0,0,0
6272,0,0,0,0,0
117,0,0,0,0,0
3536,0,0,0,0,0
5828,0,0,0,1,0
773,1,1,0,0,1
7026,1,1,1,1,1
4269,0,0,0,0,0
4874,1,1,0,1,1
6374,0,0,0,0,0
445,0,0,0,0,0
2019,0,0,0,0,0
3235,0,0,0,0,0
4380,0,0,0,0,0
4795,0,0,0,0,0
4221,1,1,1,1,1
5770,0,0,0,0,0
7457,1,1,1,1,1
4504,0,0,0,0,0
1818,0,0,0,0,0
227,0,0,0,1,0
3716,1,1,1,1,1
7568,1,1,1,1,1
4983,0,0,0,0,0
6101,0,0,0,0,0
601,0,0,0,0,0
6660,1,1,1,1,1
7578,1,1,1,1,1
5884,1,1,1,1,1
3296,1,0,0,1,1
6114,1,1,1,1,1
5306,0,0,0,0,0
93,0,0,0,0,0
6397,0,0,0,0,0
5393,0,0,0,0,0
5739,0,0,0,0,0
5782,0,0,0,0,0
4238,0,0,0,0,0
7349,1,1,1,1,1
7600,1,1,1,1,1
1841,0,0,0,0,0
2862,0,0,0,0,0
6413,1,0,0,1,1
337,1,0,0,0,0
84,0,1,0,1,0
5332,0,0,0,0,0
4147,0,0,0,0,0
5435,0,0,0,0,0
2462,0,0,0,0,0
6565,0,0,0,0,0
4895,0,0,0,0,0
1056,1,1,1,1,1
203,1,0,0,0,0
5183,0,0,0,0,0
376,1,1,1,0,1
2303,0,0,0,0,0
1659,0,0,1,0,0
6393,1,1,1,1,1
6433,1,1,1,1,1
3562,0,1,1,1,1
868,0,0,0,0,0
3374,0,0,0,0,0
2315,1,0,0,0,0
1822,1,1,1,1,1
2008,0,0,0,0,0
2290,0,0,0,0,0
6926,1,1,0,0,1
3914,0,0,0,0,0
4054,0,0,0,0,0
2072,1,0,0,0,0
1177,1,0,0,0,0
7402,1,1,1,1,1
4158,0,0,0,0,0
6495,0,0,0,0,0
6432,0,0,0,0,0
4853,1,1,1,1,1
5307,0,0,0,0,0
3661,0,0,0,0,0
5954,0,1,0,0,0
4273,0,0,0,0,0
4525,1,1,1,0,1
4989,0,0,0,0,0
4690,0,0,0,0,0
1071,1,0,0,1,1
537,1,0,0,1,1
1350,1,1,1,1,1
3079,0,0,0,0,0
4217,0,0,0,0,0
5453,1,1,1,0,1
5783,0,0,0,0,0
7456,1,1,1,1,1
6798,0,0,0,0,0
6197,0,1,1,1,1
6095,1,1,1,1,1
923,0,0,0,0,0
4290,0,0,0,0,0
2492,0,0,0,0,0
7562,1,1,1,1,1
2269,0,0,0,0,0
6988,1,1,0,0,1
4460,0,0,0,0,0
1285,0,0,0,0,0
6941,1,1,1,1,1
7620,1,1,1,1,1
382,1,0,1,0,1
2510,0,0,0,0,0
4357,0,1,1,0,0
6875,0,0,0,0,0
1929,1,0,0,0,0
5649,0,0,0,0,0
5250,1,0,0,0,0
1061,0,1,0,0,0
7593,1,1,1,1,1
6523,0,0,0,0,0
2284,0,0,0,0,0
431,1,1,1,1,1
2423,0,0,1,0,0
6352,0,0,0,1,0
5567,0,0,0,0,0
4403,0,0,0,0,0
1336,1,1,0,1,1
1138,0,0,0,0,0
5659,0,0,0,0,0
1597,1,1,1,1,1
101,0,0,0,0,0
796,0,0,0,0,0
5711,0,0,0,0,0
2173,0,0,0,0,0
4821,0,0,0,0,0
7461,1,1,1,1,1
3248,0,0,0,0,0
7308,1,1,1,1,1
3528,0,0,0,0,0
256,1,0,0,0,0
6502,0,1,1,1,1
7154,1,1,1,1,1
3098,0,0,0,0,0
6184,1,1,1,1,1
70,1,1,1,1,1
1282,0,0,0,0,0
3273,1,1,1,1,1
2741,0,0,0,0,0
2481,1,1,1,1,1
1920,0,0,0,0,0
4328,0,0,0,0,0
5874,0,0,0,0,0
7174,1,1,1,1,1
5842,0,0,0,0,0
7127,1,1,1,1,1
4224,0,0,0,0,0
5975,1,1,0,0,1
4200,0,0,0,0,0
2806,0,0,0,0,0
6458,0,0,0,0,0
5571,0,0,0,0,0
1777,1,1,0,0,1
4184,0,0,0,0,0
457,1,1,1,1,1
4303,0,0,0,0,0
6999,1,1,1,0,1
3876,0,0,0,0,0
2353,0,0,0,0,0
273,0,0,0,0,0
774,0,0,0,0,0
7347,1,1,1,1,1
5582,0,0,0,0,0
1414,1,1,1,1,1
1116,0,0,0,0,0
766,1,1,1,1,1
5340,0,0,0,0,0
913,1,1,1,1,1
5937,0,0,0,0,0
2363,0,0,0,0,0
